"Uuid","Name","Concept Drug","Concept Dosage Form","Strength"
"a3249f25-8474-49fb-bc70-18954a7fe7e5","DARUNAVIR (DRV), 150mg, tab.","2c41fcf4-6e31-4948-8a79-a480e4ef18a9","c1f4a088-32a8-4b34-8162-944bb6ed026f","150mg"
"d3bd5d66-2655-47bf-b30c-6fe9b4406054","DARUNAVIR (DRV), 400mg, tab.","2c41fcf4-6e31-4948-8a79-a480e4ef18a9","c1f4a088-32a8-4b34-8162-944bb6ed026f","400mg"
"38125053-63e0-4905-bfdf-16f727ccafb4","DARUNAVIR (DRV), 600mg, tab.","2c41fcf4-6e31-4948-8a79-a480e4ef18a9","c1f4a088-32a8-4b34-8162-944bb6ed026f","600mg"
"22d2afb9-0475-4a0e-9683-77284ea87c30","DARUNAVIR (DRV), 75mg, tab.","2c41fcf4-6e31-4948-8a79-a480e4ef18a9","c1f4a088-32a8-4b34-8162-944bb6ed026f","75mg"
"05885f3e-01bb-4100-9748-f2b3e91d0c37","DACLATASVIR dihydrochl. eq.60mg base/ SOFOSBUVIR 400mg, tab.","deff7151-85fe-4be2-bac9-5cd50905bb62","c1f4a088-32a8-4b34-8162-944bb6ed026f","eq.60mg base / 400mg"
"61081375-b528-4305-a6f5-7e1a5372762f","DEFERIPRONE, 500mg, tab.","09f924c1-7824-4228-a1e1-958ffa326753","c1f4a088-32a8-4b34-8162-944bb6ed026f","500mg"
"84c85b28-e551-48f7-998e-e486a2c77315","DEFERASIROX, 125mg, disp. tab.","200eadd5-4952-4f90-b610-59fce0ed2dc0","c1f4a088-32a8-4b34-8162-944bb6ed026f","125mg"
"1a9b932f-23f9-45e8-8411-c8e74b179435","DEFERASIROX, 250mg, disp. tab.","200eadd5-4952-4f90-b610-59fce0ed2dc0","c1f4a088-32a8-4b34-8162-944bb6ed026f","250mg"
"79a508ca-d56a-4c8f-b03c-c556f9b0b458","DEFERASIROX, 500mg, disp. tab.","200eadd5-4952-4f90-b610-59fce0ed2dc0","c1f4a088-32a8-4b34-8162-944bb6ed026f","500mg"
"9dca2503-caa0-4dd6-842a-aa2ab557e636","DELAMANID, 25mg, disp. tab., blister","69b32561-9c83-4de8-9bd6-2cc4e6d3c61f","06fa5b83-7472-45c4-94dc-8b06075690ba","25mg"
"5829ec16-51cc-4adb-b5bc-2acc5630576d","DELAMANID, 50mg, tab., blister","69b32561-9c83-4de8-9bd6-2cc4e6d3c61f","c1f4a088-32a8-4b34-8162-944bb6ed026f","50mg"
"3ab3e78a-0da6-4fbf-a361-e7bd6484ae4c","DESOGESTREL 0.075mg, blister of 28 tab.","d9727116-8c40-4d0d-b6df-b7f8f7e66df0","d969ee2e-4052-417c-9954-e2ded7ed0e00","0.075mg, 28 tablets"
"7f15e853-45d0-4720-a1f4-c4ce6225f1ab","DEXAMETHASONE, 2mg, tab.","fc36112d-fa4a-475d-9e5b-2e37eb017810","c1f4a088-32a8-4b34-8162-944bb6ed026f","2mg"
"4091f079-f362-4bf7-ab54-dedf0d0e8302","DEXAMETHASONE, 4mg, tab.","fc36112d-fa4a-475d-9e5b-2e37eb017810","c1f4a088-32a8-4b34-8162-944bb6ed026f","4mg"
"aa326dc2-be8c-4278-8129-9dc8d03024ae","DIAZEPAM, 2mg, tab.","6f52b3d6-8b6a-4ebb-a7ca-5c31768a755f","c1f4a088-32a8-4b34-8162-944bb6ed026f","2mg"
"2cb289a1-8b7f-408a-9304-68985063cf98","DIAZEPAM, 5mg, tab.","6f52b3d6-8b6a-4ebb-a7ca-5c31768a755f","c1f4a088-32a8-4b34-8162-944bb6ed026f","5mg"
"f1bb2b23-3416-4f8a-8686-f03458b1368d","DICLOFENAC sodium, 25mg, gastro-resistant tab.","e42657de-1418-4fb8-9e63-f76563f42651","2c288c94-f37f-4d7b-ba78-073bd7b3c058","25mg"
"e93841d6-b9a9-4649-87c1-e1792db79f14","DIETHYLCARBAMAZINE citrate, eq. 100mg base, break. tab.","75102624-e3b4-4a8f-bf3a-504df9324e93","7c964548-938f-4e28-971e-b1bc660f2484","eq. 100mg base"
"a4c65bde-cbdf-460a-ba90-23f0fc416ac9","DIGOXIN, 0.25mg, tab.","3759e944-f8b1-4e82-9d90-07dc7112c934","c1f4a088-32a8-4b34-8162-944bb6ed026f","0.25mg"
"6599e5b4-2784-4035-bb1f-99141fd364e6","DIGOXIN, 0.0625mg, tab.","3759e944-f8b1-4e82-9d90-07dc7112c934","c1f4a088-32a8-4b34-8162-944bb6ed026f","0.0625mg"
"3682a87a-7317-4433-a1c0-92d72a076d34","DIPHENHYDRAMINE, 90 mg, tab.","c2d65f3d-fb6c-4400-9ffa-c85bf43937d5","c1f4a088-32a8-4b34-8162-944bb6ed026f","90mg"
"6eaf512f-84e8-4a5b-9cdc-32648d99ccd3","DOLUTEGRAVIR sodium (DTG), eq. 10mg base, disp. tab.","0deae220-89a9-41d2-b2b4-487a21447b99","06fa5b83-7472-45c4-94dc-8b06075690ba","eq. 10mg base"
"8cbb4a9f-5aa9-4d6d-8db9-e9c9a3d1f378","DOLUTEGRAVIR sodium (DTG), eq. 50mg base, tab.","0deae220-89a9-41d2-b2b4-487a21447b99","c1f4a088-32a8-4b34-8162-944bb6ed026f","eq. 50mg base"
"0f288cdc-5039-456e-aa03-5df911507055","DOXYCYCLINE salt, eq. 100mg base, tab.","2f1abc30-830e-4ff1-8195-6bf233ce02f4","c1f4a088-32a8-4b34-8162-944bb6ed026f","eq. 100mg base"
"4a437870-ebc4-446c-8efc-a3dbbe8ab86f","DRV eq. 400mg base / r 50mg, tab.","e2ae6a64-a79b-4bd3-89de-75647837e8a9","c1f4a088-32a8-4b34-8162-944bb6ed026f","eq. 400mg base / 50mg"
"3a0968aa-0121-4e4c-8937-c34add991677","EFAVIRENZ (EFV), 200mg, caps.","a48727ad-b11f-4eb3-a061-039282080b45","c2c7e944-e9d6-4b2d-bf1e-b542dbdbb634","200mg"
"9b66747b-80e3-49fc-99ff-0e33e279c703","EFAVIRENZ (EFV), 200mg, break. tab.","a48727ad-b11f-4eb3-a061-039282080b45","7c964548-938f-4e28-971e-b1bc660f2484","200mg"
"65adbe3b-d392-410f-8dd7-f036b38856b7","EFAVIRENZ (EFV), 600mg, tab.","a48727ad-b11f-4eb3-a061-039282080b45","c1f4a088-32a8-4b34-8162-944bb6ed026f","600mg"
"2ed0e734-6ee2-4900-90f7-3f1e5e229725","E 275mg / H 75mg / R 150mg, tab., blister","16aec148-7703-4194-985c-cc4ee76ac131","c1f4a088-32a8-4b34-8162-944bb6ed026f","275mg / 75mg / 150mg"
"66b1f79c-4215-403f-83cd-a40ace8199a4","E 275mg / H 75mg / Z 400mg / R 150mg, tab., blister","5e8d20ed-f76f-47de-ad85-194154050c96","c1f4a088-32a8-4b34-8162-944bb6ed026f","275mg / 75mg / 400mg / 150mg"
"53bb281e-4d2e-4616-a611-b013e5f4246e","ENALAPRIL maleate, 20mg, tab.","43b10f93-201d-492d-a54c-6a97731825f1","c1f4a088-32a8-4b34-8162-944bb6ed026f","20mg"
"ce62c211-b27d-464c-863e-41c84c16d91b","ENALAPRIL maleate, 5mg, tab.","43b10f93-201d-492d-a54c-6a97731825f1","c1f4a088-32a8-4b34-8162-944bb6ed026f","5mg"
"f7d921b8-7abd-4224-98b4-a57f36d8d44d","ERYTHROMYCIN ethylsucc. 125mg/5ml,powder oral susp.100ml,bot","c2ebf41a-7094-4836-9cf0-a075465a3f73","9211e6c7-9ac6-413d-9f4b-c5c90be6c52d","125mg/5ml, 100ml"
"19dced46-549d-4b20-95f0-850a7b45e8ca","ERYTHROMYCIN stearate, eq. 250mg base, tab.","c2ebf41a-7094-4836-9cf0-a075465a3f73","c1f4a088-32a8-4b34-8162-944bb6ed026f","eq. 250mg base"
"a6901d7c-95b2-4fdb-8916-39c71422ec71","ERYTHROMYCIN stearate, eq. 500mg base, tab.","c2ebf41a-7094-4836-9cf0-a075465a3f73","c1f4a088-32a8-4b34-8162-944bb6ed026f","eq. 500mg base"
"f638d5b9-300e-4c9f-9afc-0c53a09390a0","ETHAMBUTOL hydrochloride (E), eq. 100mg base, tab. blister","d3abfe6b-a8a3-468f-b450-4ede15fc0b65","c1f4a088-32a8-4b34-8162-944bb6ed026f","eq. 100mg base"
"30e2bf39-f781-423a-b7de-05ef9fa99b7d","ETHAMBUTOL hydrochloride (E), eq.100mg base,disp.tab.blister","d3abfe6b-a8a3-468f-b450-4ede15fc0b65","06fa5b83-7472-45c4-94dc-8b06075690ba","eq.100mg base"
"2089da2f-8b32-42f7-927a-4a54f40e4bd2","ETHAMBUTOL hydrochloride (E), eq. 400 mg base, tab. blister","d3abfe6b-a8a3-468f-b450-4ede15fc0b65","c1f4a088-32a8-4b34-8162-944bb6ed026f","eq. 400 mg base"
"a465181b-4ef6-4c2b-8424-44896d0ae938","ETHAMBUTOL hydrochloride (E), eq. 50mg base,disp.tab.blister","d3abfe6b-a8a3-468f-b450-4ede15fc0b65","06fa5b83-7472-45c4-94dc-8b06075690ba","eq. 50mg base"
"822ea5b8-84cd-46f8-9ed1-e5c6677d408c","ETHINYLESTR. 0.03mg / LEVONORGESTREL 0.15mg, blister 28 tab.","e83e07b8-8514-4720-a2c9-f0433a9f7a4d","d969ee2e-4052-417c-9954-e2ded7ed0e00","0.03mg / 0.15mg, 28 tablets"
"9327d3d1-ff6d-4319-b88a-4964dc66403f","ETHIONAMIDE, 125mg, disp. tab., blister","7db6f6ad-ddfd-4d04-bbad-a5e26fc3f16a","06fa5b83-7472-45c4-94dc-8b06075690ba","125mg"
"f0d021aa-e288-4944-ae89-93814ebb7c2e","ETHIONAMIDE, 250mg, tab., blister","7db6f6ad-ddfd-4d04-bbad-a5e26fc3f16a","c1f4a088-32a8-4b34-8162-944bb6ed026f","250mg"
"da6c2928-2a87-42bc-a7ef-429818335f19","ETRAVIRINE (ETV), 100mg, tab.","88fc4be5-25c0-4e87-9544-e64bd2b3964b","c1f4a088-32a8-4b34-8162-944bb6ed026f","100mg"
"af939b02-d878-4966-8017-55e860c1ed73","FENOFIBRATE, 200 mg, caps.","705ff15b-5bee-44da-99ec-2b0aea7f5f0f","c2c7e944-e9d6-4b2d-bf1e-b542dbdbb634","200 mg"
"14311017-bd85-45f6-9c76-f16e8ce1ae10","FERROUS salt eq. 60mg iron / FOLIC acid 0.4mg, tab","61792c18-c36a-43d7-be29-f529bfdadbcd","c1f4a088-32a8-4b34-8162-944bb6ed026f","eq. 60mg iron / 0.4mg"
"a5498249-0b61-4e29-bcd7-af414bd76514","FERROUS salt, eq. iron 45mg/5ml, syrup, 200ml, bot.","61792c18-c36a-43d7-be29-f529bfdadbcd","c32ceb56-39f9-4d40-8a96-3305bf0da519","eq. iron 45mg/5ml, 200ml"
"8ce941a2-67d4-4744-8089-81b441cd25d1","FERROUS salt, eq. +/- 65mg iron, tab.","61792c18-c36a-43d7-be29-f529bfdadbcd","c1f4a088-32a8-4b34-8162-944bb6ed026f","eq. +/- 65mg iron"
"20a20b1c-f721-4a50-a883-e8f2c1c4d219","FERROUS salt, eq. iron 45mg/5ml, syrup, 300ml, bot.","61792c18-c36a-43d7-be29-f529bfdadbcd","c32ceb56-39f9-4d40-8a96-3305bf0da519","eq. iron 45mg/5ml, 300ml"
"6c56f5aa-98d7-4734-a695-a4ab5f08f118","FEXINIDAZOLE, 600mg, wallet of 24 tabs., >35 kg","1364bda9-64e5-4fd4-873c-1bad8727ccfb","d969ee2e-4052-417c-9954-e2ded7ed0e00","600mg, >35 kg, 24 tablets"
"234750ac-a69d-48d1-b1bc-c40afe697d49","FEXINIDAZOLE, 600mg, wallet of 14 tabs., 20-34 kg","1364bda9-64e5-4fd4-873c-1bad8727ccfb","d969ee2e-4052-417c-9954-e2ded7ed0e00","600mg, 20-34 kg, 14 tablets"
"639c5714-3b9d-4a3d-a072-4e0dfd40b7cc","FLUCONAZOLE, 50mg/5ml, powder oral susp., bot.","157ded9e-98b1-4934-aed4-7895369e74f3","9211e6c7-9ac6-413d-9f4b-c5c90be6c52d","50mg/5ml"
"f21fb47f-d4b0-4016-a027-58411540d6cc","FLUCONAZOLE, 200mg, caps.","157ded9e-98b1-4934-aed4-7895369e74f3","c2c7e944-e9d6-4b2d-bf1e-b542dbdbb634","200mg"
"9b81be56-b964-44f4-8d65-5cc8903cdbed","FLUCONAZOLE, 50mg, caps.","157ded9e-98b1-4934-aed4-7895369e74f3","c2c7e944-e9d6-4b2d-bf1e-b542dbdbb634","50mg"
"5fd1e38b-63a7-440d-99d5-f1a64b441c76","FLUTICASONE 125mcg/SALMETEROL 25mcg/puff, aerosol","5891bec1-d3a4-4074-8707-2736dd97d86b","476bc7e6-24de-424a-9b21-da05a213785d","125mcg / 25mcg/puff"
"90c553a7-cc9b-4889-9334-a7701097b785","FLUOXETINE hydrochloride, eq. 20mg base, caps.","b17d99bd-cd7f-4172-8487-c2a92b805cd8","c2c7e944-e9d6-4b2d-bf1e-b542dbdbb634","eq. 20mg base"
"1a3ef422-51ab-430b-b435-ef0906612965","FLUCYTOSINE, 500mg, caps","0880fc64-10b2-4cbc-b74a-4cbd4567817a","c2c7e944-e9d6-4b2d-bf1e-b542dbdbb634","500mg"
"3b95eec3-2b81-4a17-a5cb-838bcc47941d","FLUCYTOSINE, 500mg, tab.","0880fc64-10b2-4cbc-b74a-4cbd4567817a","c1f4a088-32a8-4b34-8162-944bb6ed026f","500mg"
"a260dcd5-016d-415b-9575-ea5768575200","FOLIC acid, 5mg, tab.","1b0c5088-5fc7-4c6d-bf0d-cb86e5346c64","c1f4a088-32a8-4b34-8162-944bb6ed026f","5mg"
"b67b9551-d729-4553-bad8-6df2cc7e68fa","CALCIUM FOLINATE, eq. 15mg, folinic acid, tab.","b1137c98-e15e-4836-bb6f-2f1b64180c23","c1f4a088-32a8-4b34-8162-944bb6ed026f","eq. 15mg folinic acid"
"31aaa0da-d208-4b87-a940-dded573f0cbe","FOSFOMYCIN trometamol, eq. 3g base, sachet","56c0271e-5e51-48e8-8b0b-84f9f297313d","121f1f7a-eb6f-492a-bd83-87e5208a7e68","eq. 3g base"
"1372f6c2-7cbb-46c2-9513-ef5d2546ac17","FUROSEMIDE, 20mg, tab.","25e453b3-ca9f-43ba-b341-4137f4e09bd4","c1f4a088-32a8-4b34-8162-944bb6ed026f","20mg"
"a1a939fc-9c0d-4e0e-b245-9611a8c855c3","FUROSEMIDE, 40mg, tab.","25e453b3-ca9f-43ba-b341-4137f4e09bd4","c1f4a088-32a8-4b34-8162-944bb6ed026f","40mg"
"2953ae90-100f-4a65-b000-4592085950a9","FUSIDATE sodium, 250mg, tab.","c11aacc5-45a0-43e8-aa65-cad1bb9b52c3","c1f4a088-32a8-4b34-8162-944bb6ed026f","250mg"
"7f312c0a-945b-443b-9229-275706880f30","GABAPENTIN, 100mg caps.","c88413e6-be6c-4c03-aa29-a2460ff13558","c2c7e944-e9d6-4b2d-bf1e-b542dbdbb634","100mg"
"e732afde-6803-4bfa-b3e4-7821f235c481","GABAPENTIN, 300mg caps.","c88413e6-be6c-4c03-aa29-a2460ff13558","c2c7e944-e9d6-4b2d-bf1e-b542dbdbb634","300mg"
"287d0435-46ac-4c98-9554-6186c37ef658","GABAPENTIN, 400mg, caps.","c88413e6-be6c-4c03-aa29-a2460ff13558","c2c7e944-e9d6-4b2d-bf1e-b542dbdbb634","400mg"
"864ce79a-6f29-4876-ade9-82eae3f64203","GLIBENCLAMIDE, 5mg, breakable tab.","7e3b8b2b-69d5-4fe0-9593-449134b55596","7c964548-938f-4e28-971e-b1bc660f2484","5mg"
"f3a83c92-0a1b-415b-9e4d-8180abec0a31","GLICLAZIDE, 80mg, breakable tab.","ca6ec7ef-4ce2-476c-a70c-593e467ac479","7c964548-938f-4e28-971e-b1bc660f2484","80mg"
"85d7578f-574f-4e6e-9479-2e3e1e69ad98","GLIBENCLAMIDE 5mg / METFORMIN hydrochloride, 500mg, tab.","50626c35-c1b4-46fa-a72c-2a3d87eb7a41","c1f4a088-32a8-4b34-8162-944bb6ed026f","5mg / 500mg"
"2fc74164-abba-48a5-b689-1ab8ecb08026","GLYCERYL TRINITRATE, 0.5mg, sublingual tab.","34b9919f-ea3b-4926-9e9a-03731d8ca4fb","b64727bf-5c18-44b9-ba6d-59c75eb54129","0.5mg"
"3c0a2b01-853d-4461-b468-413083a1885f","GRISEOFULVIN, 125mg, tab.","c6b564e8-b182-4285-8971-8ed672eea3ae","c1f4a088-32a8-4b34-8162-944bb6ed026f","125mg"
"01bfe554-168d-407e-9f3c-2fb56644532c","GRISEOFULVIN, 500mg, tab.","c6b564e8-b182-4285-8971-8ed672eea3ae","c1f4a088-32a8-4b34-8162-944bb6ed026f","500mg"
"62d2d62a-29f2-447b-baf5-a35a6830558a","HALOPERIDOL 0.5mg, tab.","dae4fd0e-f589-41db-acb6-514350f0ecda","c1f4a088-32a8-4b34-8162-944bb6ed026f","0.5mg"
"3862c23c-8b3a-4899-b302-1b88f4f9f753","HALOPERIDOL, 1.5mg, tab.","dae4fd0e-f589-41db-acb6-514350f0ecda","c1f4a088-32a8-4b34-8162-944bb6ed026f","1.5mg"
"aea558a1-801a-4ae0-b747-2b6b00d27c68","HALOPERIDOL, 1mg, tab.","dae4fd0e-f589-41db-acb6-514350f0ecda","c1f4a088-32a8-4b34-8162-944bb6ed026f","1mg"
"fc140522-642d-4eb1-be7d-83508c105e92","HALOPERIDOL, 2mg/ml/20 drops, 30ml, bot.","dae4fd0e-f589-41db-acb6-514350f0ecda","d61553e3-5b59-48b8-8efe-9cb13c357ab1","2mg/ml/20 drops, 30ml"
"5ea748aa-1a55-45c4-b877-7acf6409a5d0","HALOPERIDOL, 5mg, tab.","dae4fd0e-f589-41db-acb6-514350f0ecda","c1f4a088-32a8-4b34-8162-944bb6ed026f","5mg"
"f0ce8d61-fb1d-4a30-b2c5-47b6c3c12e9a","INH 300mg/ PYRIDOXINE 25mg/ SMX 800mg / TMP 160mg, tab.","570aed4e-ffcc-4e3d-bb3f-ae01da4277b8","c1f4a088-32a8-4b34-8162-944bb6ed026f","300mg / 25mg / 800mg / 160mg"
"904c7297-f5cb-406c-9b89-073c28159101","H 50mg / R 75mg, disp. tab., blister","b9fdb752-1e73-4834-9738-0d2eccd5b111","06fa5b83-7472-45c4-94dc-8b06075690ba","50mg / 75mg"
"42561363-ae84-4870-b10c-511c5abc76f5","H 75mg / R 150mg, tab., blister","b9fdb752-1e73-4834-9738-0d2eccd5b111","c1f4a088-32a8-4b34-8162-944bb6ed026f","75mg / 150mg"
"43321c4a-5b27-4acf-9c9d-1769f1e3add1","ISONIAZID 300mg / RIFAPENTINE, 300mg, break. tab., blister","7d4ee531-e7ca-4473-a1e9-b85a6ca6903c","7c964548-938f-4e28-971e-b1bc660f2484","300mg / 300mg"
"a3ca0333-3e26-4b3f-883b-5e81b9ad0f9c","HYDROXYCARBAMIDE, 100mg, tab.","a30f05fc-46f1-43c5-a300-cc868b9a70af","c1f4a088-32a8-4b34-8162-944bb6ed026f","100mg"
"9bb61081-1198-4fb1-b384-29d763ff914b","HYDROXYCARBAMIDE, 500mg, caps.","a30f05fc-46f1-43c5-a300-cc868b9a70af","c2c7e944-e9d6-4b2d-bf1e-b542dbdbb634","500mg"
"ee50e636-b72e-44d3-98e3-2f3461c435c2","HYDROCHLOROTHIAZIDE, 12.5mg, tab.","4dcd98be-7a99-4012-82ba-ba4f616c5124","c1f4a088-32a8-4b34-8162-944bb6ed026f","12.5mg"
"d5737bdd-d4a3-442b-a791-fbf524cb046e","HYDROCHLOROTHIAZIDE, 25mg, tab.","4dcd98be-7a99-4012-82ba-ba4f616c5124","c1f4a088-32a8-4b34-8162-944bb6ed026f","25mg"
"cd50c6e5-ec40-44a9-b41a-8bdd311fec17","HYDROXYZINE dihydrochloride, 25mg, tab.","24572ffd-b44f-408d-82a9-b55b40e4ad88","c1f4a088-32a8-4b34-8162-944bb6ed026f","25mg"
"667f5667-fe44-4d01-aba4-a60b48ddc53c","HYOSCINE BUTYLBROMIDE (scopolamine butylbromide), 10mg, tab","d3068a3a-676a-403b-be2b-ea57dd09f64c","c1f4a088-32a8-4b34-8162-944bb6ed026f","10mg"
"21c1ce82-8870-4eec-9629-13dcde80393e","H 50mg / Z 150mg / R 75mg, disp. tab., blister","4079b1fb-9648-4a09-94d4-6e018091b0b4","06fa5b83-7472-45c4-94dc-8b06075690ba","50mg / 150mg / 75mg"
"c5659e18-2383-4691-bfae-fde5e721cbd4","IBUPROFEN, 100mg/5ml, oral susp., 100-120ml, bot.","d58c9949-efa9-4cad-ae56-9f852e3244d5","fe152bf2-f35e-41fa-bc78-bbb94b60d6d2","100mg/5ml, 100-120ml"
"d34ac01c-e723-4824-b5d6-1c66c708eb6a","IBUPROFEN, 100mg/5ml, oral susp., 150ml, bot.","d58c9949-efa9-4cad-ae56-9f852e3244d5","fe152bf2-f35e-41fa-bc78-bbb94b60d6d2","100mg/5ml, 150ml"
"07891682-6070-4dca-b566-97846e0125fd","IBUPROFEN, 200mg, tab.","d58c9949-efa9-4cad-ae56-9f852e3244d5","c1f4a088-32a8-4b34-8162-944bb6ed026f","200mg"
"8b6f0321-8c4d-4208-8844-6e241b2c2ae9","IBUPROFEN, 100mg/5ml, oral susp., 200ml, bot.","d58c9949-efa9-4cad-ae56-9f852e3244d5","fe152bf2-f35e-41fa-bc78-bbb94b60d6d2","100mg/5ml., 200ml"
"21014669-7bce-4875-b54f-c4d6769f9267","IBUPROFEN, 400mg, tab.","d58c9949-efa9-4cad-ae56-9f852e3244d5","c1f4a088-32a8-4b34-8162-944bb6ed026f","400mg"
"f5ede0fe-d5cc-4b1f-a4d1-5b238e84f92c","IODIZED OIL, 190mg, caps.","878eef89-8124-4528-86d5-243e52bb8879","c2c7e944-e9d6-4b2d-bf1e-b542dbdbb634","190mg"
"dd5072a4-8b45-4554-95f8-8ddc130b41af","IPRATROPIUM bromide, 0.25mg/ml, 1ml, sol. for nebulizer","e4973703-65fb-4f51-8e08-39e9519cd85f","6ce177ce-be99-4e70-898e-07e87eaa4cb4","0.25mg/ml, 1ml"
"15970e01-a04a-46bb-b8e8-21c02e0679d6","IPRATROPIUM bromide, 0.125mg/ml, 2ml, sol. for nebulizer","e4973703-65fb-4f51-8e08-39e9519cd85f","6ce177ce-be99-4e70-898e-07e87eaa4cb4","0.125mg/ml, 2ml"
"866f44e8-1e27-4ca5-8a4b-94133c818512","IPRATROPIUM bromide, 20mcg/puff, 200 puffs, aerosol","e4973703-65fb-4f51-8e08-39e9519cd85f","476bc7e6-24de-424a-9b21-da05a213785d","20mcg/puff, 200 puffs"
"23dffea8-768f-42cc-bbf4-8afa57529f60","IPRATROPIUM bromide, 0.25mg/ml, 2ml, sol. for nebulizer","e4973703-65fb-4f51-8e08-39e9519cd85f","6ce177ce-be99-4e70-898e-07e87eaa4cb4","0.25mg/ml, 2ml"
"63948375-7b6c-4de1-9f33-29ec23dfbabc","ISOSORBIDE DINITRATE, 5mg, sublingual tab.","5563a5ca-9ece-4a2b-9196-cb5548476b66","b64727bf-5c18-44b9-ba6d-59c75eb54129","5mg"
"c81f0afe-c451-4b54-b75a-d892a4185829","ISOFLURANE, inhalation vapour, liquid, 250ml, bot.","de944ac8-4582-4da5-a821-077cebf29a4a","ea376a86-76bd-4770-baba-8c6589cef5ac","250ml"
"0e09e338-cd7c-4da7-b6ae-64bbda07994a","ISONIAZID (H), 100mg, breakable tab., blister","2a176ed3-5794-4f4f-a6bd-9ee0a37e9cf7","7c964548-938f-4e28-971e-b1bc660f2484","100mg"
"ccf37d67-7be0-4f07-b1fd-68b0f611e2c1","ISONIAZID (H), 100mg, disp. tab., blister","2a176ed3-5794-4f4f-a6bd-9ee0a37e9cf7","06fa5b83-7472-45c4-94dc-8b06075690ba","100mg"
"5e8365d1-e304-46d7-900c-69ba8ba6891f","ISONIAZID (H), 300mg, tab., blister","2a176ed3-5794-4f4f-a6bd-9ee0a37e9cf7","c1f4a088-32a8-4b34-8162-944bb6ed026f","300mg"
"e304fd5f-c14a-4423-8952-dbef3cc0d9f6","ISONIAZID (H), 50mg, disp. tab., blister","2a176ed3-5794-4f4f-a6bd-9ee0a37e9cf7","06fa5b83-7472-45c4-94dc-8b06075690ba","50mg"
"e5d517eb-b33e-4dab-9224-71ac66a30ce1","ISOSORBIDE DINITRATE, 20mg, prolonged-release, tab.","5563a5ca-9ece-4a2b-9196-cb5548476b66","b9f5995a-fe7e-4901-8f36-a0277cd0bb14","20mg"
"2030bc55-21b7-45ca-878c-6e686e7af10b","ITRACONAZOLE, 100mg, caps.","ee205e88-c6c4-49ba-a141-10c089b8c684","c2c7e944-e9d6-4b2d-bf1e-b542dbdbb634","100mg"
"4d7ffad1-5fea-456a-86cf-5dd7e50b1c3f","IVERMECTIN, 3mg, tab.","362d64eb-0d32-4354-85d0-448b00f46ed5","c1f4a088-32a8-4b34-8162-944bb6ed026f","3mg"
"315541a7-8869-4f30-9fcf-bc1bffbbca89","LABETALOL hydrochloride, 100mg, tab.","9959c3ce-049e-451b-acc6-77bf14d6b66c","c1f4a088-32a8-4b34-8162-944bb6ed026f","100mg"
"7b2c43c9-b807-4341-abd3-a8f8f0e69450","LABETALOL hydrochloride, 200mg, tab.","9959c3ce-049e-451b-acc6-77bf14d6b66c","c1f4a088-32a8-4b34-8162-944bb6ed026f","200mg"
"7be63970-5fb7-4ca1-8308-e43a0301ebc9","LACTULOSE, min. 3.1g/5ml, oral sol., bot.","3cad2dcd-9d20-4f75-8db3-4e5c7b82aa89","fe152bf2-f35e-41fa-bc78-bbb94b60d6d2","min. 3.1g/5ml"
"593b2199-c752-430d-a0f5-9e2190391969","LACTULOSE, 10g/15ml, oral sol., sachet","3cad2dcd-9d20-4f75-8db3-4e5c7b82aa89","32e02e8e-a4b6-472b-9c9b-2afbc3a6cb78","10g/15ml"
"69e3bb96-34a1-43e6-ab30-9fd36c6d3fbe","LAMIVUDINE (3TC), 50mg/5ml, oral sol., 100ml, bot.","724cdbe5-860a-4665-b46d-3738d8dc03f8","fe152bf2-f35e-41fa-bc78-bbb94b60d6d2","50mg/5ml, 100ml"
"03fa7c92-9458-4af8-861d-45aa30514945","LAMIVUDINE (3TC), 150mg, tab.","724cdbe5-860a-4665-b46d-3738d8dc03f8","c1f4a088-32a8-4b34-8162-944bb6ed026f","150mg"
"1b4ec281-6a59-474e-b47f-12001f3c5b0e","LAMIVUDINE (3TC), 50mg/5ml, oral sol., 240ml, bot.","724cdbe5-860a-4665-b46d-3738d8dc03f8","fe152bf2-f35e-41fa-bc78-bbb94b60d6d2","50mg/5ml, 240ml"
"fdd0c22e-0a09-4ed6-a319-b0507caeeb2b","LEVOFLOXACIN, 100mg, disp. tab., blister","76825fa7-def6-4bc2-a135-d15232736de5","06fa5b83-7472-45c4-94dc-8b06075690ba","100mg"
"dc374ef7-7765-4db2-8ced-2f7ce4c5c75f","LEVOFLOXACIN, 250mg, tab., blister","76825fa7-def6-4bc2-a135-d15232736de5","c1f4a088-32a8-4b34-8162-944bb6ed026f","250mg"
"cd1efc4a-1b02-4958-9d55-e2b9b73a725a","LEVOFLOXACIN, 500mg, tab., blister","76825fa7-def6-4bc2-a135-d15232736de5","c1f4a088-32a8-4b34-8162-944bb6ed026f","500mg"
"240b8a3e-d970-47eb-9709-153fefee3809","LEVODOPA 250mg / CARBIDOPA 25mg, tab.","77e5db73-3f23-42a3-b514-e06746fc4ea5","c1f4a088-32a8-4b34-8162-944bb6ed026f","250mg / 25mg"
"2accc950-5bb9-4ce7-8d17-9cb980860831","LEVETIRACETAM, 500mg/5ml, oral sol., 300ml bot.","9cf59aea-b3cd-4ec7-b3f3-e63223e93b9b","fe152bf2-f35e-41fa-bc78-bbb94b60d6d2","500mg/5ml, 300ml"
